barangay,Childcare,Health centers,Long-term care and rehabilitation services,Older persons care,Quezon City satellite offices for services,Schools,Trainings,Total,Bus stops,ratio_childcare,ratio_childcare_f,ratio_childcare_m,ratio_school_3_5,ratio_school_3_5_f,ratio_school_3_5_m,ratio_school_6_17,ratio_school_6_17_f,ratio_school_6_17_m,ratio_old_60,ratio_old_60_f,ratio_old_60_m,ratio_old_80,ratio_old_80_f,ratio_old_80_m,ratio_pop_health,ratio_pop_health_f,ratio_pop_health_m,ratio_child_health,ratio_child_health_f,ratio_child_health_m,ratio_old_health,ratio_old_health_f,ratio_old_health_m,ratio_pwd_health,ratio_pwd,ratio_pwd_all,ratio_bus_stops,ratio_bus_stops_f,ratio_bus_stops_m
Socorro,2.0,1.0,5.0,0.0,0.0,7.0,0.0,15.0,1.0,1.098901098901099,2.1621621621621623,2.2346368715083798,7.675438596491228,14.98929336188437,15.730337078651687,2.1591610117211597,4.408060453400504,4.2321644498186215,0.0,0.0,0.0,0.0,0.0,0.0,0.04504910352283989,0.08553588230262595,0.0951746454744456,0.5494505494505495,1.0810810810810811,1.1173184357541899,0.4723665564478035,0.7955449482895784,1.1627906976744187,0.6993006993006993,3.4965034965034967,10.48951048951049,0.04504910352283989,0.08553588230262595,0.0951746454744456
South Triangle,2.0,0.0,9.0,1.0,0.0,7.0,0.0,19.0,0.0,1.6792611251049538,3.875968992248062,2.962962962962963,11.272141706924316,24.822695035460995,20.64896755162242,3.2588454376163876,6.647673314339981,6.392694063926941,0.7782101167315175,1.3123359580052494,1.9120458891013383,10.204081632653061,12.987012987012989,47.61904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.416666666666666,21.99074074074074,0.0,0.0,0.0
St. Ignatius,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,7.751937984496124,15.625,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391304347826086,26.08695652173913,0.0,0.0,0.0
St. Peter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4364261168384878,6.5359477124183005,7.246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901960784313726,0.0,0.0,0.0
Sta. Cruz,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.6455026455026456,5.952380952380952,4.761904761904763,10.15228426395939,23.52941176470588,17.857142857142858,2.8776978417266186,6.309148264984227,5.291005291005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85148514851485,0.0,0.0,0.0
Sta. Lucia,5.0,4.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,1.3989927252378287,3.0321406913280775,2.5974025974025974,4.011461318051576,8.567931456548347,7.543103448275862,1.0274475267870247,2.12636695018226,1.9880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.1417685628211944,0.2878526194588371,0.2793491165584189,1.1191941801902632,2.4257125530624624,2.0779220779220777,1.949317738791423,3.4188034188034186,4.535147392290249,4.662004662004662,0.0,18.64801864801865,0.0,0.0,0.0
Sta. Monica,7.0,1.0,0.0,0.0,1.0,7.0,0.0,16.0,0.0,1.0490034467256106,2.157829839704069,2.041411490230388,2.1116138763197587,4.361370716510903,4.093567251461988,0.5943284088979454,1.2464387464387465,1.1359948068808827,0.0,0.0,0.0,0.0,0.0,0.0,0.019310611180843873,0.0387762224204118,0.03846745653177412,0.1498576352465158,0.3082614056720099,0.2916302128900554,0.2416626389560174,0.41562759767248547,0.5773672055427251,0.7147962830593281,0.0,11.43674052894925,0.0,0.0,0.0
Sta. Teresita,2.0,1.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,2.403846153846154,5.0,4.62962962962963,6.564551422319474,14.285714285714285,12.145748987854251,1.744186046511628,3.4364261168384878,3.541912632821724,0.0,0.0,0.0,0.0,0.0,0.0,0.08509189925119127,0.164446637066272,0.17633574325515783,1.201923076923077,2.5,2.314814814814815,0.8237232289950577,1.4204545454545454,1.9607843137254901,2.4390243902439024,9.75609756097561,24.390243902439025,0.0,0.0,0.0
Sto. Cristo,3.0,0.0,3.0,1.0,0.0,8.0,0.0,15.0,2.0,1.2009607686148918,2.435064935064935,2.3696682464454977,6.488240064882401,12.944983818770227,13.008130081300813,1.7671747294013695,3.686635944700461,3.394145099703012,0.423728813559322,0.7072135785007072,1.0570824524312896,4.608294930875576,6.451612903225806,16.129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.137931034482759,20.689655172413794,0.07783009689847065,0.15240417587441896,0.1590583744234134
Sto. Domingo (Matalahib),1.0,1.0,7.0,0.0,0.0,3.0,0.0,12.0,0.0,0.774593338497289,1.6155088852988693,1.488095238095238,4.6875,9.316770186335404,9.433962264150942,1.2376237623762376,2.5252525252525255,2.4271844660194173,0.0,0.0,0.0,0.0,0.0,0.0,0.08808244516867789,0.17614937466971992,0.1761804087385483,0.774593338497289,1.6155088852988693,1.488095238095238,1.0810810810810811,1.86219739292365,2.577319587628866,2.5641025641025643,17.94871794871795,30.76923076923077,0.0,0.0,0.0
Sto. Niño,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4534883720930232,2.8328611898017,2.985074626865672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14144271570014144,0.28506271379703535,0.2807411566535654,1.4534883720930232,2.8328611898017,2.985074626865672,1.392757660167131,2.3255813953488373,3.472222222222222,2.9585798816568047,0.0,5.9171597633136095,0.0,0.0,0.0
Tagumpay,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.663003663003663,7.575757575757576,7.092198581560283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.369426751592357,12.738853503184714,0.0,0.0,0.0
Talayan,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.9120458891013383,4.329004329004329,3.4246575342465753,11.627906976744185,24.193548387096772,22.388059701492537,3.4246575342465753,7.246376811594203,6.493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.534351145038165,0.0,0.0,0.0
Talipapa,7.0,4.0,3.0,0.0,0.0,8.0,0.0,22.0,5.0,1.6778523489932886,3.309692671394799,3.403014098201264,3.7842951750236518,7.5685903500473035,7.5685903500473035,1.0456149522938178,2.2002200220022,1.9925280199252802,0.0,0.0,0.0,0.0,0.0,0.0,0.10277228231545951,0.20262398054809788,0.20855057351407716,0.9587727708533077,1.8912529550827422,1.9445794846864364,1.203369434416366,2.0253164556962027,2.965159377316531,2.8208744710860367,2.1156558533145278,15.514809590973202,0.1284653528943244,0.25327997568512234,0.26068821689259647
Tandang Sora,7.0,4.0,3.0,1.0,1.0,21.0,0.0,37.0,4.0,0.7675438596491229,1.6080863772111187,1.4684287812041115,4.6916890080428955,9.70873786407767,9.079118028534372,1.286764705882353,2.667005334010668,2.4863840871418423,0.1286504567091213,0.22381378692927484,0.302571860816944,1.4513788098693758,2.0964360587002098,4.716981132075471,0.04813651515698521,0.09505251651537473,0.09752529562355236,0.4385964912280702,0.9189065012634965,0.8391021606880638,0.5146018268364853,0.8952551477170994,1.210287443267776,1.3908205841446453,1.043115438108484,12.86509040333797,0.04813651515698521,0.09505251651537473,0.09752529562355236
Tatalon,3.0,3.0,3.0,0.0,0.0,7.0,0.0,16.0,0.0,0.41079008626591806,0.8488964346349746,0.7959671000265323,1.8918918918918919,3.837719298245614,3.7313432835820897,0.5387101739264276,1.1137629276054097,1.043374571471158,0.0,0.0,0.0,0.0,0.0,0.0,0.05417118093174431,0.10951303205081404,0.10719645537054241,0.41079008626591806,0.8488964346349746,0.7959671000265323,0.8771929824561404,1.5151515151515151,2.0833333333333335,1.846153846153846,1.846153846153846,9.846153846153847,0.0,0.0,0.0
Teachers Village East,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,29.41176470588235,52.63157894736842,66.66666666666667,6.968641114982578,13.986013986013987,13.888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.329004329004329,12.987012987012989,0.0,0.0,0.0
Teachers Village West,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.975124378109452,10.869565217391305,9.174311926605505,9.523809523809526,18.51851851851852,19.607843137254903,2.1231422505307855,4.608294930875576,3.937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201680672268908,12.605042016806722,0.0,0.0,0.0
U. P. Campus,11.0,1.0,0.0,0.0,0.0,6.0,0.0,18.0,1.0,1.7690575747828885,3.669112741827885,3.4161490683229814,1.976284584980237,4.026845637583893,3.8809831824062098,0.543773790103317,1.1267605633802817,1.050972149238045,0.0,0.0,0.0,0.0,0.0,0.0,0.02122151012266033,0.04298302170642596,0.041916418661189586,0.16082341588935348,0.333555703802535,0.31055900621118016,0.33003300330033003,0.5717552887364208,0.78064012490242,0.9009009009009009,0.0,16.216216216216218,0.02122151012266033,0.04298302170642596,0.041916418661189586
U. P. Village,1.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,5.847953216374268,10.0,14.084507042253522,48.19277108433735,83.33333333333333,114.28571428571428,9.828009828009828,19.704433497536947,19.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291845493562231,25.751072961373392,0.0,0.0,0.0
Ugong Norte,1.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0,2.0,1.088139281828074,2.1231422505307855,2.232142857142857,10.15228426395939,21.164021164021165,19.51219512195122,4.499437570303712,9.111617312072893,8.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309148264984227,22.082018927444796,0.3174099349309633,0.5908419497784342,0.6858710562414265
Unang Sigaw,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0235414534288638,2.155172413793103,1.949317738791423,2.061855670103093,4.444444444444445,3.8461538461538463,0.6191950464396285,1.3020833333333333,1.1806375442739079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.299435028248588,0.0,0.0,0.0
Valencia,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7735849056603774,3.7735849056603774,0.0,0.0,0.0
Vasra,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2.1691973969631237,4.444444444444445,4.237288135593221,4.901960784313726,10.050251256281408,9.569377990430622,1.3201320132013201,2.7472527472527473,2.5412960609911055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.363636363636363,0.13635124079629124,0.27442371020856204,0.27100271002710025
Veterans Village,1.0,2.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,1.026694045174538,2.1413276231263385,1.9723865877712032,11.695906432748536,25.862068965517242,21.352313167259787,2.9585798816568047,5.9113300492610845,5.923000987166831,0.0,0.0,0.0,0.0,0.0,0.0,0.15756716300323015,0.2990877822640945,0.333000333000333,2.053388090349076,4.282655246252677,3.9447731755424065,1.3495276653171389,2.2650056625141564,3.33889816360601,3.0959752321981426,0.0,13.93188854489164,0.0,0.0,0.0
Villa Maria Clara,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.025125628140704,9.09090909090909,11.235955056179774,11.235955056179774,23.25581395348837,21.73913043478261,2.331002331002331,4.784688995215311,4.545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.986013986013987,0.0,0.0,0.0
West Kamias,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,6.042296072507553,13.513513513513514,10.92896174863388,6.024096385542169,11.904761904761903,12.195121951219512,1.5772870662460567,3.1446540880503147,3.1645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7593984962406015,15.037593984962406,0.2472799208704253,0.48851978505129456,0.500751126690035
West Triangle,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,11.904761904761903,23.25581395348837,24.390243902439025,3.717472118959108,8.064516129032258,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.8278145695364238,1.5037593984962407,1.8416206261510129,13.986013986013987,23.809523809523807,33.898305084745765,4.914004914004914,8.88888888888889,10.989010989010989,8.333333333333334,4.166666666666667,16.666666666666668,0.8278145695364238,1.5037593984962407,1.8416206261510129
White Plains,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,54.794520547945204,133.33333333333334,93.02325581395348,11.267605633802818,21.978021978021978,23.12138728323699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62162162162162,0.0,0.0,0.0
